Code,Company,Link,"Market Cap","Last trade",Change,%Change,Sector
ASX:IRE,"Iress Limited (ASX:IRE)",https://www.listcorp.com/asx/ire/iress,"	2134610000",11.35,0.00,0,"Information Technology"
ASX:PDN,"Paladin Energy Limited (ASX:PDN)",https://www.listcorp.com/asx/pdn/paladin-energy,"	2129110000",0.74,0.00,0,Energy
ASX:ETHI,"BetaShares Global Sustainability Leaders ETF (ASX:ETHI)",https://www.listcorp.com/asx/ethi/betashares-global-sustainability-leaders-etf,"	2009440000",10.92,0.00,0,Financials
ASX:WAM,"WAM Capital (ASX:WAM)",https://www.listcorp.com/asx/wam/wam-capital,"	2006980000",1.845,0.00,0,Financials
ASX:VUK,"Virgin Money UK PLC (ASX:VUK)",https://www.listcorp.com/asx/vuk/virgin-money-uk-plc,"	1987240000",2.48,0.00,0,Financials
ASX:IFL,"Insignia Financial Ltd (ASX:IFL)",https://www.listcorp.com/asx/ifl/insignia-financial-ltd,"	1968120000",3.08,0.00,0,Financials
ASX:NUF,"Nufarm (ASX:NUF)",https://www.listcorp.com/asx/nuf/nufarm,"	1961100000",5.16,0.00,0,Materials
ASX:JLG,"Johns Lyng Group Limited (ASX:JLG)",https://www.listcorp.com/asx/jlg/johns-lyng-group-limited,"	1958650000",7.54,0.00,0,Industrials
ASX:WEB,"Webjet Limited (ASX:WEB)",https://www.listcorp.com/asx/web/webjet-limited,"	1957580000",5.15,0.00,0,"Consumer Discretionary"
ASX:CIP,"Centuria Industrial REIT (ASX:CIP)",https://www.listcorp.com/asx/cip/centuria-industrial-reit,"	1955590000",3.16,0.00,0,"Real Estate"
ASX:CXO,"Core Lithium Ltd (ASX:CXO)",https://www.listcorp.com/asx/cxo/core-lithium-ltd,"	1949870000",1.155,0.00,0,Materials
ASX:DDR,"Dicker Data Limited (ASX:DDR)",https://www.listcorp.com/asx/ddr/dicker-data-limited,"	1946340000",11.26,0.00,0,"Information Technology"
ASX:HUB,"HUB24 Limited (ASX:HUB)",https://www.listcorp.com/asx/hub/hub24-limited,"	1945410000",24.36,0.00,0,Financials
ASX:PNI,"Pinnacle Investment Management Group (ASX:PNI)",https://www.listcorp.com/asx/pni/pinnacle-investment-management-group,"	1939730000",10.01,0.00,0,Financials
ASX:LOV,"Lovisa Holdings Limited (ASX:LOV)",https://www.listcorp.com/asx/lov/lovisa-holdings-limited,"	1869800000",17.8,0.00,0,"Consumer Discretionary"
ASX:IPH,"IPH Limited (ASX:IPH)",https://www.listcorp.com/asx/iph/iph-limited,"	1864340000",8.73,0.00,0,Industrials
ASX:GNC,"GrainCorp Limited (ASX:GNC)",https://www.listcorp.com/asx/gnc/graincorp-limited,"	1860770000",8.52,0.00,0,"Consumer Staples"
ASX:INA,"Ingenia Communities Group (ASX:INA)",https://www.listcorp.com/asx/ina/ingenia-communities-group,"	1850430000",4.64,0.00,0,"Real Estate"
ASX:SKC,"SkyCity Entertainment Group Limited (ASX:SKC)",https://www.listcorp.com/asx/skc/skycity-entertainment-group,"	1847300000",2.5,0.00,0,"Consumer Discretionary"
ASX:PDL,"Pendal Group Limited (ASX:PDL)",https://www.listcorp.com/asx/pdl/pendal-group-limited,"	1839120000",4.79,0.00,0,Financials
ASX:AIZ,"Air New Zealand Limited (ASX:AIZ)",https://www.listcorp.com/asx/aiz/air-new-zealand-limited,"	1835810000",0.545,0.00,0,Industrials
ASX:WPR,"Waypoint REIT Limited (ASX:WPR)",https://www.listcorp.com/asx/wpr/waypoint-reit-limited,"	1808010000",2.62,0.00,0,"Real Estate"
ASX:AUB,"AUB Group Limited (ASX:AUB)",https://www.listcorp.com/asx/aub/aub-group-limited,"	1797360000",19.36,0.00,0,Financials
ASX:SFR,"Sandfire Resources Limited (ASX:SFR)",https://www.listcorp.com/asx/sfr/sandfire-resources-limited,"	1795720000",4.56,0.00,0,Materials
ASX:CHN,"Chalice Mining Limited (ASX:CHN)",https://www.listcorp.com/asx/chn/chalice-mining-limited,"	1779890000",4.84,0.00,0,Materials
ASX:ELD,"Elders Limited (ASX:ELD)",https://www.listcorp.com/asx/eld/elders-limited,"	1761930000",11.28,0.00,0,"Consumer Staples"
ASX:SMR,"Stanmore Resources Limited (ASX:SMR)",https://www.listcorp.com/asx/smr/stanmore-resources-limited,"	1748680000",1.94,0.00,0,Energy
ASX:IAF,"iShares Core Composite Bond ETF (ASX:IAF)",https://www.listcorp.com/asx/iaf/ishares-core-composite-bond-etf,"	1747390000",102.49,0.00,0,Financials
ASX:MXT,"Metrics Master Income Trust (ASX:MXT)",https://www.listcorp.com/asx/mxt/metrics-master-income-trust,"	1741670000",1.98,0.00,0,Financials
ASX:PPT,"Perpetual Limited (ASX:PPT)",https://www.listcorp.com/asx/ppt/perpetual-limited,"	1715580000",30.3,0.00,0,Financials
ASX:CEN,"Contact Energy Limited (ASX:CEN)",https://www.listcorp.com/asx/cen/contact-energy-limited,"	1709140000",6.9,0.00,0,Utilities
ASX:LIC,"Lifestyle Communities Limited (ASX:LIC)",https://www.listcorp.com/asx/lic/lifestyle-communities-limited,"	1708270000",16.84,0.00,0,"Real Estate"
ASX:LFS,"Latitude Financial Services Group Limited (ASX:LFS)",https://www.listcorp.com/asx/lfs/latitude-financial-services-group-limited,"	1692690000",1.63,0.00,0,Financials
ASX:SYA,"Sayona Mining Limited (ASX:SYA)",https://www.listcorp.com/asx/sya/sayona-mining,"	1649620000",0.195,0.00,0,Materials
ASX:MVW,"Vaneck Vectors Australian Equal Weight ETF (ASX:MVW)",https://www.listcorp.com/asx/mvw/vaneck-vectors-australian-equal-weight-etf,"	1648630000",31.89,0.00,0,Financials
ASX:ARF,"Arena REIT (ASX:ARF)",https://www.listcorp.com/asx/arf/arena-reit,"	1629390000",4.81,0.00,0,"Real Estate"
ASX:ABC,"Adbri Limited (ASX:ABC)",https://www.listcorp.com/asx/abc/adbri-limited,"	1618520000",2.53,0.00,0,Materials
ASX:CNI,"Centuria Capital Group (ASX:CNI)",https://www.listcorp.com/asx/cni/centuria-capital,"	1593740000",2.08,0.00,0,"Real Estate"
ASX:WLE,"WAM Leaders Limited (ASX:WLE)",https://www.listcorp.com/asx/wle/wam-leaders-limited,"	1592430000",1.54,0.00,0,Financials
ASX:CCP,"Credit Corp Group Limited (ASX:CCP)",https://www.listcorp.com/asx/ccp/credit-corp-group,"	1583880000",24.04,0.00,0,Financials
ASX:HMC,"HMC Capital (ASX:HMC)",https://www.listcorp.com/asx/hmc/hmc-capital,"	1578990000",5.35,0.00,0,"Real Estate"
ASX:IVC,"InvoCare Limited (ASX:IVC)",https://www.listcorp.com/asx/ivc/invocare-limited,"	1568820000",11.02,0.00,0,"Consumer Discretionary"
ASX:CDA,"Codan Limited (ASX:CDA)",https://www.listcorp.com/asx/cda/codan-limited,"	1550180000",8.67,0.00,0,"Information Technology"
ASX:RBD,"Restaurant Brands New Zealand (ASX:RBD)",https://www.listcorp.com/asx/rbd/restaurant-brands-new-zealand,"	1547010000",12.4,0.00,0,"Consumer Discretionary"
ASX:LSF,"L1 Long Short Fund Limited (ASX:LSF)",https://www.listcorp.com/asx/lsf/l1-long-short-fund-limited,"	1540130000",2.52,0.00,0,Financials
ASX:PSI,"PSC Insurance Group (ASX:PSI)",https://www.listcorp.com/asx/psi/psc-insurance-group,"	1537030000",4.4,0.00,0,Financials
ASX:MFF,"MFF Capital Investments Limited (ASX:MFF)",https://www.listcorp.com/asx/mff/mff-capital-investments,"	1484270000",2.54,0.00,0,Financials
ASX:MP1,"Megaport Limited (ASX:MP1)",https://www.listcorp.com/asx/mp1/megaport-limited,"	1472320000",9.69,0.00,0,"Information Technology"
ASX:BKL,"Blackmores Limited (ASX:BKL)",https://www.listcorp.com/asx/bkl/blackmores-limited,"	1460590000",77.56,0.00,0,"Consumer Staples"
ASX:OCL,"Objective Corporation (ASX:OCL)",https://www.listcorp.com/asx/ocl/objective-corporation,"	1458240000",15.35,0.00,0,"Information Technology"
ASX:MAQ,"Macquarie Telecom Group (ASX:MAQ)",https://www.listcorp.com/asx/maq/macquarie-telecom-group,"	1455440000",67.49,0.00,0,"Communication Services"
ASX:JDO,"Judo Capital Holdings Limited (ASX:JDO)",https://www.listcorp.com/asx/jdo/judo-capital-holdings-limited,"	1437180000",1.32,0.00,0,Financials
ASX:GOR,"Gold Road Resources Limited (ASX:GOR)",https://www.listcorp.com/asx/gor/gold-road-resources,"	1434530000",1.395,0.00,0,Materials
ASX:IMU,"Imugene Limited (ASX:IMU)",https://www.listcorp.com/asx/imu/imugene,"	1407960000",0.245,0.00,0,"Health Care"
ASX:NAN,"Nanosonics Limited (ASX:NAN)",https://www.listcorp.com/asx/nan/nanosonics,"	1403530000",4.71,0.00,0,"Health Care"
ASX:CMM,"Capricorn Metals Ltd (ASX:CMM)",https://www.listcorp.com/asx/cmm/capricorn-metals-ltd,"	1402160000",3.9,0.00,0,Materials
ASX:CQE,"Charter Hall Social Infrastructure REIT (ASX:CQE)",https://www.listcorp.com/asx/cqe/charter-hall-social-infrastructure-reit,"	1355250000",3.78,0.00,0,"Real Estate"
ASX:SLR,"Silver Lake Resources (ASX:SLR)",https://www.listcorp.com/asx/slr/silver-lake-resources,"	1351910000",1.445,0.00,0,Materials
ASX:NVX,"Novonix Limited (ASX:NVX)",https://www.listcorp.com/asx/nvx/novonix-limited,"	1342530000",2.83,0.00,0,"Information Technology"
ASX:WAF,"West African Resources Limited (ASX:WAF)",https://www.listcorp.com/asx/waf/west-african-resources,"	1337550000",1.33,0.00,0,Materials
ASX:KLS,"Kelsian Group Limited (ASX:KLS)",https://www.listcorp.com/asx/kls/kelsian-group-limited,"	1332230000",6.09,0.00,0,Industrials
ASX:PPH,"Pushpay Holdings Limited (ASX:PPH)",https://www.listcorp.com/asx/pph/pushpay-holdings-limited,"	1317710000",1.155,0.00,0,"Information Technology"
ASX:BKI,"BKI Investment Company Limited (ASX:BKI)",https://www.listcorp.com/asx/bki/bki-investment-company-limited,"	1300380000",1.75,0.00,0,Financials
ASX:GRR,"Grange Resources Limited (ASX:GRR)",https://www.listcorp.com/asx/grr/grange-resources,"	1296220000",1.12,0.00,0,Materials
ASX:RRL,"Regis Resources Limited (ASX:RRL)",https://www.listcorp.com/asx/rrl/regis-resources-limited,"	1283460000",1.765,0.00,0,Materials
ASX:MGH,"MAAS Group Holdings Limited (ASX:MGH)",https://www.listcorp.com/asx/mgh/maas-group-holdings-limited,"	1241900000",4.17,0.00,0,Industrials
ASX:DEG,"De Grey Mining Limited (ASX:DEG)",https://www.listcorp.com/asx/deg/de-grey-mining,"	1233950000",0.9,0.00,0,Materials
ASX:LFG,"Liberty Financial Group (ASX:LFG)",https://www.listcorp.com/asx/lfg/liberty-financial-group,"	1229580000",4.05,0.00,0,Financials
ASX:AUI,"Australian United Investment Company (ASX:AUI)",https://www.listcorp.com/asx/aui/australian-united-investment,"	1225190000",9.78,0.00,0,Financials
ASX:GUD,"GUD Holdings Limited (ASX:GUD)",https://www.listcorp.com/asx/gud/gud-holdings-limited,"	1221560000",8.78,0.00,0,"Consumer Discretionary"
ASX:CKF,"Collins Foods Limited (ASX:CKF)",https://www.listcorp.com/asx/ckf/collins-foods-limited,"	1184710000",10.36,0.00,0,"Consumer Discretionary"
ASX:SP1,"Southern Cross Payments Ltd (ASX:SP1)",https://www.listcorp.com/asx/sp1/southern-cross-payments-ltd,"	1177850000",1.07,0.00,0,"Information Technology"
ASX:CGC,"Costa Group Holdings Limited (ASX:CGC)",https://www.listcorp.com/asx/cgc/costa-group,"	1161370000",2.57,0.00,0,"Consumer Staples"
ASX:VSL,"Vulcan Steel Limited (ASX:VSL)",https://www.listcorp.com/asx/vsl/vulcan-steel-limited,"	1156400000",8.8,0.00,0,Materials
ASX:INR,"ioneer Ltd (ASX:INR)",https://www.listcorp.com/asx/inr/ioneer-ltd,"	1153570000",0.56,0.00,0,Materials
ASX:HSN,"Hansen Technologies Limited (ASX:HSN)",https://www.listcorp.com/asx/hsn/hansen-technologies-limited,"	1143200000",5.71,0.00,0,"Information Technology"
ASX:SDR,"SiteMinder Limited (ASX:SDR)",https://www.listcorp.com/asx/sdr/siteminder-limited,"	1141530000",4.24,0.00,0,"Information Technology"
ASX:IXJ,"iShares Global Healthcare ETF (ASX:IXJ)",https://www.listcorp.com/asx/ixj/ishares-global-healthcare-etf,"	1138110000",119.32,0.00,0,Financials
ASX:AAC,"Australian Agricultural Company Limited (ASX:AAC)",https://www.listcorp.com/asx/aac/australian-agricultural-company-limited,"	1115120000",1.85,0.00,0,"Consumer Staples"
ASX:OBL,"Omni Bridgeway Limited (ASX:OBL)",https://www.listcorp.com/asx/obl/omni-bridgeway-limited,"	1112170000",4.13,0.00,0,Financials
ASX:COF,"Centuria Office Reit (ASX:COF)",https://www.listcorp.com/asx/cof/centuria-office-reit,"	1099100000",1.865,0.00,0,"Real Estate"
ASX:PBH,"Pointsbet Holdings Limited (ASX:PBH)",https://www.listcorp.com/asx/pbh/pointsbet-holdings-limited,"	1089430000",3.18,0.00,0,"Consumer Discretionary"
ASX:UMG,"United Malt Group Limited (ASX:UMG)",https://www.listcorp.com/asx/umg/united-malt-group-limited,"	1089010000",3.67,0.00,0,"Consumer Staples"
ASX:PTM,"Platinum Asset Management Limited (ASX:PTM)",https://www.listcorp.com/asx/ptm/platinum-asset-management-limited,"	1082420000",1.82,0.00,0,Financials
ASX:HGH,"Heartland Group Holdings Limited (ASX:HGH)",https://www.listcorp.com/asx/hgh/heartland-group-holdings,"	1082050000",1.825,0.00,0,Financials
ASX:BGP,"Briscoe Group Limited (ASX:BGP)",https://www.listcorp.com/asx/bgp/briscoe-group-limited,"	1077600000",4.84,0.00,0,"Consumer Discretionary"
ASX:LKE,"Lake Resources NL (ASX:LKE)",https://www.listcorp.com/asx/lke/lake-resources,"	1077030000",0.81,0.00,0,Materials
ASX:VUL,"Vulcan Energy Resources Limited (ASX:VUL)",https://www.listcorp.com/asx/vul/vulcan-energy-resources-limited,"	1076450000",7.8,0.00,0,Materials
ASX:MAF,"MA Financial Group Limited (ASX:MAF)",https://www.listcorp.com/asx/maf/ma-financial-group-limited,"	1072360000",6.15,0.00,0,Financials
ASX:ING,"Inghams Group Limited (ASX:ING)",https://www.listcorp.com/asx/ing/inghams-group,"	1070440000",2.95,0.00,0,"Consumer Staples"
ASX:ACL,"Australian Clinical Labs Limited (ASX:ACL)",https://www.listcorp.com/asx/acl/australian-clinical-labs-limited,"	1067700000",5.29,0.00,0,"Health Care"
ASX:BGA,"Bega Cheese Limited (ASX:BGA)",https://www.listcorp.com/asx/bga/bega-cheese-limited,"	1058460000",3.48,0.00,0,"Consumer Staples"
ASX:GMA,"Genworth Mortgage Insurance Australia Limited (ASX:GMA)",https://www.listcorp.com/asx/gma/genworth-mortgage-insurance-australia-limited,"	1056830000",2.81,0.00,0,Financials
ASX:KAR,"Karoon Energy Ltd (ASX:KAR)",https://www.listcorp.com/asx/kar/karoon-energy-ltd,"	1049200000",1.86,0.00,0,Energy
ASX:TGR,"Tassal Group Limited (ASX:TGR)",https://www.listcorp.com/asx/tgr/tassal-group-limited,"	1048330000",4.92,0.00,0,"Consumer Staples"
ASX:ZIP,"Zip Co Limited (ASX:ZIP)",https://www.listcorp.com/asx/zip/zip-co-limited,"	1045730000",1.135,0.00,0,Financials
ASX:NWS,"News Corporation (ASX:NWS)",https://www.listcorp.com/asx/nws/news-corp,"	1035460000",24.39,0.00,0,"Communication Services"
ASX:DBI,"Dalrymple Bay Infrastructure Limited (ASX:DBI)",https://www.listcorp.com/asx/dbi/dalrymple-bay-infrastructure-limited,"	1026230000",2.07,0.00,0,Industrials
ASX:RFF,"Rural Funds Group (ASX:RFF)",https://www.listcorp.com/asx/rff/rural-funds-group,"	1025140000",2.75,0.00,0,"Real Estate"
ASX:DUI,"Diversified United Investment Limited (ASX:DUI)",https://www.listcorp.com/asx/dui/diversified-united,"	1019530000",4.77,0.00,0,Financials
ASX:CXL,"Calix Limited (ASX:CXL)",https://www.listcorp.com/asx/cxl/calix-limited,"	1016300000",6.31,0.00,0,Materials
ASX:MND,"Monadelphous Group Limited (ASX:MND)",https://www.listcorp.com/asx/mnd/monadelphous-group-limited,"	1011540000",10.35,0.00,0,Industrials
ASX:HTA,"Hutchison Telecommunications (ASX:HTA)",https://www.listcorp.com/asx/hta/hutchison-telecommunications,"	1004370000",0.074,0.00,0,"Communication Services"
ASX:PNV,"Polynovo Limited (ASX:PNV)",https://www.listcorp.com/asx/pnv/polynovo-limited,"	999149000",1.64,0.00,0,"Health Care"
ASX:SYR,"Syrah Resources Limited (ASX:SYR)",https://www.listcorp.com/asx/syr/syrah-resources,"	974039000",1.47,0.00,0,Materials
ASX:RMS,"Ramelius Resources Limited (ASX:RMS)",https://www.listcorp.com/asx/rms/ramelius-resources,"	949787000",1.08,0.00,0,Materials
ASX:ASB,"Austal Limited (ASX:ASB)",https://www.listcorp.com/asx/asb/austal-limited,"	948068000",2.68,0.00,0,Industrials
ASX:DXI,"Dexus Industria REIT (ASX:DXI)",https://www.listcorp.com/asx/dxi/dexus-industria-reit,"	932774000",3.01,0.00,0,"Real Estate"
ASX:DTL,"Data#3 Limited (ASX:DTL)",https://www.listcorp.com/asx/dtl/data-3-limited,"	930726000",6.21,0.00,0,"Information Technology"
ASX:MCR,"Mincor Resources NL (ASX:MCR)",https://www.listcorp.com/asx/mcr/mincor-resources,"	929985000",1.92,0.00,0,Materials
ASX:MMS,"McMillan Shakespeare (ASX:MMS)",https://www.listcorp.com/asx/mms/mcmillan-shakespeare,"	920061000",12.3,0.00,0,Industrials
ASX:ERA,"Energy Resources of Australia Ltd (ASX:ERA)",https://www.listcorp.com/asx/era/energy-resources-of-australia,"	904389000",0.245,0.00,0,Energy
ASX:SIQ,"Smartgroup Corporation (ASX:SIQ)",https://www.listcorp.com/asx/siq/smartgroup-corporation,"	899968000",6.88,0.00,0,Industrials
ASX:SGF,"SG Fleet Group Limited (ASX:SGF)",https://www.listcorp.com/asx/sgf/sg-fleet-group,"	896001000",2.62,0.00,0,Industrials
ASX:JIN,"Jumbo Interactive Limited (ASX:JIN)",https://www.listcorp.com/asx/jin/jumbo-interactive-limited,"	889360000",14.4,0.00,0,"Consumer Discretionary"
ASX:GEM,"G8 Education Limited (ASX:GEM)",https://www.listcorp.com/asx/gem/g8-education-limited,"	881286000",1.065,0.00,0,"Consumer Discretionary"
ASX:MICH,"Magellan Infrastructure Fund (Currency Hedged)(Managed Fund) (ASX:MICH)",https://www.listcorp.com/asx/mich/magellan-infrastructure-fund-currency-hedged-managed-fund,"	878612000",3.02,0.00,0,Financials
ASX:CUV,"Clinuvel Pharmaceuticals Limited (ASX:CUV)",https://www.listcorp.com/asx/cuv/clinuvel-pharmaceuticals-limited,"	873575000",18.77,0.00,0,"Health Care"
ASX:ABB,"Aussie Broadband Limited (ASX:ABB)",https://www.listcorp.com/asx/abb/aussie-broadband-limited,"	867325000",3.63,0.00,0,"Communication Services"
ASX:NWH,"NRW Holdings Limited (ASX:NWH)",https://www.listcorp.com/asx/nwh/nrw-holdings-limited,"	851222000",1.945,0.00,0,Industrials
ASX:XARO,"Activex Ardea Real Outcome Bond Fund (Managed Fund) (ASX:XARO)",https://www.listcorp.com/asx/xaro/activex-ardea-real-outcome-bond-fund-managed-fund,"	849130000",23.59,0.00,0,Financials
ASX:SBM,"St Barbara Limited (ASX:SBM)",https://www.listcorp.com/asx/sbm/st-barbara-limited,"	836128000",1.125,0.00,0,Materials
ASX:BGL,"Bellevue Gold Limited (ASX:BGL)",https://www.listcorp.com/asx/bgl/bellevue-gold-limited,"	830303000",0.85,0.00,0,Materials
ASX:360,"Life360, Inc. (ASX:360)",https://www.listcorp.com/asx/360/life360-inc.,"	823275000",4.51,0.00,0,"Information Technology"
ASX:IEM,"iShares MSCI Emerging Markets ETF (ASX:IEM)",https://www.listcorp.com/asx/iem/ishares-msci-emerging-markets-etf,"	802564000",56.53,0.00,0,Financials
ASX:PWH,"PWR Holdings Limited (ASX:PWH)",https://www.listcorp.com/asx/pwh/pwr-holdings-limited,"	802368000",8.35,0.00,0,"Consumer Discretionary"
ASX:BOE,"Boss Energy Ltd (ASX:BOE)",https://www.listcorp.com/asx/boe/boss-energy-ltd,"	800354000",2.27,0.00,0,Energy
ASX:IEU,"iShares Europe ETF (ASX:IEU)",https://www.listcorp.com/asx/ieu/ishares-europe-etf,"	797881000",63.02,0.00,0,Financials
ASX:CIN,"Carlton Investments (ASX:CIN)",https://www.listcorp.com/asx/cin/carlton-investments,"	794240000",30,0.00,0,Financials
ASX:ECX,"Eclipx Group Limited (ASX:ECX)",https://www.listcorp.com/asx/ecx/eclipx-group,"	785654000",2.65,0.00,0,Financials
ASX:WTN,"Winton Land Limited (ASX:WTN)",https://www.listcorp.com/asx/wtn/winton-land-limited,"	780094000",2.63,0.00,0,"Real Estate"
ASX:NCK,"Nick Scali Limited (ASX:NCK)",https://www.listcorp.com/asx/nck/nick-scali-limited,"	758970000",9.64,0.00,0,"Consumer Discretionary"
ASX:SWM,"Seven West Media (ASX:SWM)",https://www.listcorp.com/asx/swm/seven-west-media,"	755306000",0.475,0.00,0,"Communication Services"
ASX:OML,"oOh!media Limited (ASX:OML)",https://www.listcorp.com/asx/oml/ooh-media-limited,"	754294000",1.25,0.00,0,"Communication Services"
ASX:IMD,"IMDEX Limited (ASX:IMD)",https://www.listcorp.com/asx/imd/imdex-limited,"	737401000",1.81,0.00,0,Materials
ASX:SFY,"SPDR S&P/ASX 50 Fund (ASX:SFY)",https://www.listcorp.com/asx/sfy/spdr-s-and-p-asx-50-fund,"	735375000",61.51,0.00,0,Financials
ASX:AEF,"Australian Ethical Investment Ltd (ASX:AEF)",https://www.listcorp.com/asx/aef/australian-ethical-investment,"	722649000",6.53,0.00,0,Financials
ASX:TUA,"Tuas Limited (ASX:TUA)",https://www.listcorp.com/asx/tua/tuas-limited,"	721379000",1.555,0.00,0,"Communication Services"
ASX:AX1,"Accent Group Limited (ASX:AX1)",https://www.listcorp.com/asx/ax1/accent-group-limited,"	720683000",1.31,0.00,0,"Consumer Discretionary"
ASX:PPM,"Pepper Money Limited (ASX:PPM)",https://www.listcorp.com/asx/ppm/pepper-money-limited,"	718852000",1.635,0.00,0,Financials
ASX:PGH,"Pact Group Holdings Ltd (ASX:PGH)",https://www.listcorp.com/asx/pgh/pact-group-holdings-ltd,"	716123000",2.02,0.00,0,Materials
ASX:29M,"29Metals Limited (ASX:29M)",https://www.listcorp.com/asx/29m/29metals-limited,"	714759000",1.51,0.00,0,Materials
ASX:NEU,"Neuren Pharmaceuticals Limited (ASX:NEU)",https://www.listcorp.com/asx/neu/neuren-pharmaceuticals-limited,"	710446000",5.64,0.00,0,"Health Care"
ASX:APX,"Appen Limited (ASX:APX)",https://www.listcorp.com/asx/apx/appen-limited,"	709817000",5.8,0.00,0,"Information Technology"
ASX:AD8,"Audinate Group Limited (ASX:AD8)",https://www.listcorp.com/asx/ad8/audinate-group-limited,"	702253000",9.4,0.00,0,"Information Technology"
ASX:KMD,"KMD Brands Limited (ASX:KMD)",https://www.listcorp.com/asx/kmd/kmd-brands-limited,"	701911000",0.99,0.00,0,"Consumer Discretionary"
ASX:IDX,"Integral Diagnostics Limited (ASX:IDX)",https://www.listcorp.com/asx/idx/integral-diagnostics-limited,"	701842000",3.09,0.00,0,"Health Care"
